2013 Week 6 FINAL SCORE: (1-5) UCF 14-31 GeorgiaTech (3-3)
2013 Week 6 FINAL SCORE: (0-5) Houston 21-24 TexasTech (3-2)
2013 Week 6 FINAL SCORE: (2-4) Iowa 48-52 Nebraska (4-2) (2OT)
2013 Week 6 FINAL SCORE: (1-5) Hawaii 21-27 Washington (3-3)
2013 Week 6 FINAL SCORE: (4-2) Louisville 21-3 WakeForest (2-4)
2013 Week 10 FINAL SCORE: (7-2) Louisville 38-36 MiamiFL (7-1)
2013 Week 10 FINAL SCORE: (5-5) NotreDame 19-23 Michigan (9-1)
2013 Week 10 FINAL SCORE: (8-2) FloridaState 35-6 BostonCollege (3-6)
2013 Week 10 FINAL SCORE: (8-1) PennState 20-17 Iowa (3-7)
2013 Week 10 FINAL SCORE: (8-1) LSU 38-27 OleMiss (4-5)
2013 Week 10 FINAL SCORE: (7-3) Washington 24-19 UCLA (7-3)
2013 Week 10 FINAL SCORE: (0-10) Vanderbilt 14-48 Georgia (8-2)
2013 Week 10 FINAL SCORE: (6-4) Nebraska 20-31 OhioState (8-2)
2013 Week 10 FINAL SCORE: (2-6) Arkansas 14-34 Alabama (7-2)
2013 Week 10 FINAL SCORE: (7-2) Oklahoma 63-0 Rice (1-8)
2013 Week 10 FINAL SCORE: (1-8) Hawaii 0-52 USC (8-2)
2013 Week 10 FINAL SCORE: (4-4) TexasTech 13-14 Texas (7-3)
2013 Week 10 FINAL SCORE: (3-7) Oregon 13-21 Stanford (1-7)
2013 Week 10 FINAL SCORE: (5-5) California 10-28 ArizonaState (3-6)
2013 Week 10 FINAL SCORE: (2-7) TCU 17-14 Houston (0-9)
2013 Week 10 FINAL SCORE: (3-6) NCState 21-31 Syracuse (4-5)
2013 Week 3 FINAL SCORE: (3-0) FloridaState 35-24 UCLA (1-2)
2013 Week 3 FINAL SCORE: (3-0) OhioState 45-28 Syracuse (0-3)
2013 Week 3 FINAL SCORE: (3-0) Oklahoma 59-0 California (2-1)
2013 Week 3 FINAL SCORE: (1-2) Clemson 3-17 Alabama (3-0)
2013 Week 3 FINAL SCORE: (3-0) VirginiaTech 48-14 TexasTech (1-2)
2013 Week 3 FINAL SCORE: (2-0) LSU 7-3 WashingtonState (1-2)
2013 Week 3 FINAL SCORE: (2-1) NotreDame 16-7 Tennessee (1-2)
2013 Week 3 FINAL SCORE: (3-0) Auburn 28-7 Virginia (0-3)
2013 Week 3 FINAL SCORE: (0-3) NCState 9-34 Michigan (2-1)
2013 Week 3 FINAL SCORE: (2-1) TexasA&M 14-38 Florida (2-1)
2013 Week 3 FINAL SCORE: (2-1) Georgia 8-7 Minnesota (1-2)
2013 Week 3 FINAL SCORE: (1-2) UCF 7-70 USC (2-1)
2013 Week 3 FINAL SCORE: (2-0) MiamiFL 28-13 GeorgiaTech (1-2) (17)
2013 Week 3 FINAL SCORE: (2-1) Missouri 14-17 BostonCollege (2-1)
2013 Week 3 FINAL SCORE: (1-2) Wisconsin 21-14 OklahomaState (0-3)
2013 Week 3 FINAL SCORE: (1-1) Arkansas 9-10 ArizonaState (1-2)
2013 Week 3 FINAL SCORE: (1-2) WestVirginia 16-17 Hawaii (1-2)
2013 Week 3 FINAL SCORE: (3-0) SouthCarolina 24-7 WakeForest (1-2)
2013 Week 3 FINAL SCORE: (1-2) BoiseState 7-24 TCU (1-2)
2013 Week 4 FINAL SCORE: (2-2) MichiganState 24-7 Hawaii (1-3)
2013 Week 4 FINAL SCORE: (1-3) WestVirginia 14-17 Washington (2-2)
2013 Week 4 FINAL SCORE: (3-1) California 28-17 Arkansas (1-2)
2013 Week 4 FINAL SCORE: (2-2) Louisville 12-10 Colorado (2-2)
2013 Week 4 FINAL SCORE: (1-3) WakeForest 0-56 Missouri (3-1)
2013 Week 4 FINAL SCORE: (2-2) BoiseState 17-14 UCF (1-3)
2013 Week 11 FINAL SCORE: (9-0) VirginiaTech 34-21 NorthCarolina (4-6)
2013 Week 11 FINAL SCORE: (7-2) Florida 14-23 Missouri (7-2)
2013 Week 11 FINAL SCORE: (10-1) Michigan 31-6 Minnesota (5-6)
2013 Week 11 FINAL SCORE: (3-7) NCState 3-31 FloridaState (9-2)
2013 Week 11 FINAL SCORE: (7-4) Nebraska 28-17 PennState (8-2)
2013 Week 11 FINAL SCORE: (8-3) TexasA&M 17-27 LSU (9-1)
2013 Week 11 FINAL SCORE: (4-6) OleMiss 10-28 Alabama (8-2)
2013 Week 11 FINAL SCORE: (8-1) MiamiFL 17-14 Virginia (2-8)
2013 Week 11 FINAL SCORE: (9-2) OhioState 24-20 Wisconsin (3-8)
2013 Week 11 FINAL SCORE: (8-2) Oklahoma 31-17 TexasTech (4-5)
2013 Week 11 FINAL SCORE: (9-2) USC 42-14 Washington (7-4)
2013 Week 11 FINAL SCORE: (5-6) GeorgiaTech 41-31 Louisville (7-3)
2013 Week 11 FINAL SCORE: (8-3) Texas 27-21 Houston (0-10)
2013 Week 11 FINAL SCORE: (1-8) Stanford 0-31 WashingtonState (8-3)
2013 Week 11 FINAL SCORE: (4-7) Colorado 7-20 ArizonaState (4-6)
2013 Week 11 FINAL SCORE: (2-7) Arkansas 28-31 SouthCarolina (5-5)
2013 Week 11 FINAL SCORE: (1-9) Rice 7-42 WestVirginia (4-7)
2013 Week 11 FINAL SCORE: (6-4) BoiseState 35-10 TCU (2-8)
2013 Week 6 FINAL SCORE: (4-1) Oklahoma 21-23 FloridaState (5-1)
2013 Week 6 FINAL SCORE: (5-0) PennState 48-44 OhioState (5-1)
2013 Week 6 FINAL SCORE: (5-1) Alabama 14-31 NotreDame (4-2)
2013 Week 6 FINAL SCORE: (5-1) Florida 42-14 Tennessee (1-5)
2013 Week 6 FINAL SCORE: (5-0) LSU 42-17 Vanderbilt (0-6)
2013 Week 6 FINAL SCORE: (5-1) Michigan 34-28 Wisconsin (1-5)
2013 Week 6 FINAL SCORE: (4-2) Missouri 17-27 Georgia (5-1)
2013 Week 6 FINAL SCORE: (4-0) MiamiFL 31-7 Clemson (3-3)
2013 Week 6 FINAL SCORE: (5-1) USC 42-27 ArizonaState (1-5)
2013 Week 6 FINAL SCORE: (1-5) NCState 24-35 TexasA&M (5-1)
2013 Week 6 FINAL SCORE: (4-2) UCLA 31-21 Stanford (0-4)
2013 Week 6 FINAL SCORE: (4-2) Auburn 28-27 Arkansas (1-4)
2013 Week 6 FINAL SCORE: (4-2) Minnesota 28-17 MichiganState (2-4)
2013 Week 6 FINAL SCORE: (3-2) NorthCarolina 13-15 OleMiss (4-1)
2013 Week 6 FINAL SCORE: (3-3) Colorado 43-41 Oregon (3-3)
2013 Week 6 FINAL SCORE: (3-3) California 21-52 WashingtonState (4-2)
2013 Week 6 FINAL SCORE: (3-3) Texas 20-13 WestVirginia (1-5)
2013 Week 6 FINAL SCORE: (1-5) OklahomaState 20-7 BoiseState (2-4)
2013 Week 6 FINAL SCORE: (1-5) TCU 7-20 Rice (1-5)
2013 Week 15 FINAL SCORE: (11-2) FloridaState 31-17 MiamiFL (11-2)
2013 Week 15 FINAL SCORE: (12-1) Michigan 38-34 Nebraska (8-5)
2013 Week 15 FINAL SCORE: (10-3) Texas 42-10 UCF (6-7)
2013 Week 15 FINAL SCORE: (9-4) WashingtonState 13-35 UCLA (10-3)
2013 Week 15 FINAL SCORE: (10-3) Florida 10-20 LSU (12-1)
2013 Week 8 FINAL SCORE: (3-5) GeorgiaTech 31-35 VirginiaTech (7-0)
2013 Week 8 FINAL SCORE: (6-1) LSU 17-21 Alabama (6-2)
2013 Week 8 FINAL SCORE: (6-1) PennState 19-20 Michigan (7-1)
2013 Week 8 FINAL SCORE: (3-4) BostonCollege 14-28 MiamiFL (6-0)
2013 Week 8 FINAL SCORE: (0-7) Houston 7-38 Oklahoma (6-1)
2013 Week 8 FINAL SCORE: (6-2) Georgia 14-20 Tennessee (2-6)
2013 Week 8 FINAL SCORE: (2-6) WakeForest 14-49 FloridaState (6-2)
2013 Week 8 FINAL SCORE: (6-2) UCLA 16-10 USC (6-2)
2013 Week 8 FINAL SCORE: (4-3) OleMiss 14-21 TexasA&M (7-1)
2013 Week 8 FINAL SCORE: (6-2) Nebraska 31-7 Minnesota (5-3)
2013 Week 8 FINAL SCORE: (5-3) Auburn 21-42 SouthCarolina (4-3)
2013 Week 8 FINAL SCORE: (2-6) MichiganState 10-49 OhioState (6-2)
2013 Week 8 FINAL SCORE: (1-6) Virginia 0-31 NotreDame (5-3)
2013 Week 8 FINAL SCORE: (0-8) Vanderbilt 31-35 Missouri (6-2)
2013 Week 8 FINAL SCORE: (6-2) WashingtonState 35-31 Oregon (3-5)
2013 Week 8 FINAL SCORE: (5-3) Washington 21-13 California (4-4)
2013 Week 8 FINAL SCORE: (4-4) BoiseState 70-0 Rice (1-7)
2013 Week 8 FINAL SCORE: (5-2) Louisville 10-7 NorthCarolina (3-4)
2013 Week 12 FINAL SCORE: (9-1) MiamiFL 45-41 VirginiaTech (9-1)
2013 Week 12 FINAL SCORE: (9-3) OhioState 10-24 Michigan (11-1)
2013 Week 12 FINAL SCORE: (10-2) FloridaState 45-7 Clemson (3-8)
2013 Week 12 FINAL SCORE: (2-8) Arkansas 21-24 LSU (10-1)
2013 Week 12 FINAL SCORE: (8-2) Florida 14-6 Georgia (8-3)
2013 Week 12 FINAL SCORE: (8-3) Alabama 24-28 Auburn (6-6)
2013 Week 12 FINAL SCORE: (2-9) OklahomaState 7-35 Oklahoma (9-2)
2013 Week 12 FINAL SCORE: (10-2) USC 45-13 California (5-7)
2013 Week 12 FINAL SCORE: (2-9) MichiganState 3-52 PennState (9-2)
2013 Week 12 FINAL SCORE: (8-2) Missouri 27-13 SouthCarolina (5-6)
2013 Week 12 FINAL SCORE: (1-10) Hawaii 7-34 UCLA (9-3)
2013 Week 12 FINAL SCORE: (3-9) Wisconsin 21-31 Nebraska (8-4)
2013 Week 12 FINAL SCORE: (8-3) Louisville 21-17 Virginia (2-9)
2013 Week 12 FINAL SCORE: (0-1) Wyoming 3-42 BoiseState (7-4)
2013 Week 12 FINAL SCORE: (1-9) Stanford 14-27 NotreDame (7-5)
2013 Week 12 FINAL SCORE: (5-5) TexasTech 28-13 TCU (2-9)
2013 Week 12 FINAL SCORE: (4-8) WestVirginia 10-13 UCF (5-6)
2013 Week 12 FINAL SCORE: (6-5) Syracuse 31-23 BostonCollege (3-7)
2013 Week 16 FINAL SCORE: (9-4) Oklahoma 31-35 USC (11-2)
2013 Week 16 FINAL SCORE: (9-4) TexasA&M 55-56 Louisville (9-4)
2013 Week 16 FINAL SCORE: (9-4) Georgia 10-14 OhioState (10-3)
2013 Week 16 FINAL SCORE: (12-1) LSU 21-13 FloridaState (10-3)
2013 Week 4 FINAL SCORE: (3-1) Florida 28-27 FloridaState (3-1)
2013 Week 4 FINAL SCORE: (0-4) NCState 20-31 OhioState (4-0)
2013 Week 4 FINAL SCORE: (4-0) Oklahoma 38-7 Oregon (2-2)
2013 Week 4 FINAL SCORE: (4-0) Alabama 56-0 Vanderbilt (0-4)
2013 Week 4 FINAL SCORE: (4-0) VirginiaTech 35-17 Iowa (1-3)
2013 Week 4 FINAL SCORE: (3-0) LSU 14-10 OklahomaState (0-4)
2013 Week 4 FINAL SCORE: (0-3) Houston 14-63 NotreDame (3-1)
2013 Week 4 FINAL SCORE: (2-2) Clemson 27-14 Auburn (3-1)
2013 Week 4 FINAL SCORE: (2-2) GeorgiaTech 19-24 Michigan (3-1)
2013 Week 4 FINAL SCORE: (3-1) Georgia 31-7 Virginia (0-4)
2013 Week 4 FINAL SCORE: (3-0) MiamiFL 66-21 ArizonaState (1-3)
2013 Week 4 FINAL SCORE: (0-4) Syracuse 45-49 USC (3-1)
2013 Week 4 FINAL SCORE: (3-0) PennState 28-14 Stanford (0-3)
2013 Week 4 FINAL SCORE: (3-1) SouthCarolina 10-21 Minnesota (2-2)
2013 Week 4 FINAL SCORE: (3-1) TexasA&M 56-0 Rice (0-4)
2013 Week 4 FINAL SCORE: (1-3) Tennessee 7-28 UCLA (2-2)
2013 Week 4 FINAL SCORE: (1-3) Wisconsin 7-10 OleMiss (3-0)
2013 Week 4 FINAL SCORE: (2-2) BostonCollege 0-13 WashingtonState (2-2)
2013 Week 4 FINAL SCORE: (2-1) NorthCarolina 14-31 Nebraska (3-1)
2013 Week 4 FINAL SCORE: (1-3) TCU 0-42 Texas (1-3)
2013 Week 14 FINAL SCORE: (5-7) NorthCarolina 7-20 MiamiFL (11-1)
